USERID,"ID: Newspaper reading, total time on average weekday","Newspaper reading, total time on average weekday",ID: Personal use of internet/e-mail/www,Personal use of internet/e-mail/www,"ID: How often socially meet with friends, relatives or colleagues","How often socially meet with friends, relatives or colleagues",ID: Gender,Gender,"Age of respondent, calculated",ID: Highest level of education,Highest level of education,ID: Employment relation,Employment relation,ID: Occupation,Occupation,ID: Important to try new and different things in life,Important to try new and different things in life,ID: Important to do what is told and follow rules,Important to do what is told and follow rules,ID: Important to understand different people,Important to understand different people,ID:Important to make own decisions and be free,Important to make own decisions and be free,ID: Important to be successful and that people recognize achievements,Important to be successful and that people recognize achievements,ID: Important to seek adventures and have an exciting life,Important to seek adventures and have an exciting life,ID: Important to behave properly,Important to behave properly,ID: Important to get respect from others,Important to get respect from others,ID: Important to care for nature and environment,Important to care for nature and environment,ID: Important to follow traditions and customs,Important to follow traditions and customs,ID: Hard to be hopeful about the future of the world,Hard to be hopeful about the future of the world,ID: Feel close to the people in local area,Feel close to the people in local area
2-255,2,"0,5 hour to 1 hour",4,Several times a month,7,Every day,1,Male,26,3,Upper secondary education completed (ISCED 3),1,Employee,5123,"Waiters, waitresses and bartenders",2,Like me,5,Not like me,2,Like me,1,Very much like me,3,Somewhat like me,3,Somewhat like me,4,A little like me,2,Like me,2,Like me,3,Somewhat like me,,,,
2-256,2,"0,5 hour to 1 hour",0,No access at home or work,5,Once a week,2,Female,75,1,Less than lower secondary education (ISCED 0-1),9,No answer,99999,No answer,3,Somewhat like me,4,A little like me,3,Somewhat like me,3,Somewhat like me,5,Not like me,5,Not like me,2,Like me,3,Somewhat like me,2,Like me,2,Like me,,,,
2-257,2,"0,5 hour to 1 hour",1,Never use,4,Several times a month,2,Female,58,5,Tertiary education completed (ISCED 5-6),1,Employee,2331,Primary education teaching professionals,1,Very much like me,4,A little like me,1,Very much like me,1,Very much like me,5,Not like me,5,Not like me,1,Very much like me,4,A little like me,1,Very much like me,2,Like me,,,,
2-258,2,"0,5 hour to 1 hour",7,Every day,4,Several times a month,2,Female,25,3,Upper secondary education completed (ISCED 3),2,Self-employed,99999,No answer,1,Very much like me,6,Not like me at all,1,Very much like me,1,Very much like me,3,Somewhat like me,4,A little like me,5,Not like me,3,Somewhat like me,1,Very much like me,3,Somewhat like me,,,,
2-259,1,"Less than 0,5 hour",2,Less than once a month,4,Several times a month,2,Female,49,3,Upper secondary education completed (ISCED 3),1,Employee,4212,Tellers and other counter clerks,2,Like me,2,Like me,2,Like me,2,Like me,2,Like me,5,Not like me,2,Like me,2,Like me,2,Like me,2,Like me,,,,
2-260,1,"Less than 0,5 hour",7,Every day,4,Several times a month,2,Female,40,5,Tertiary education completed (ISCED 5-6),1,Employee,1232,Personnel and industrial relations managers,3,Somewhat like me,6,Not like me at all,1,Very much like me,1,Very much like me,1,Very much like me,6,Not like me at all,1,Very much like me,1,Very much like me,6,Not like me at all,6,Not like me at all,,,,
2-261,4,"More than 1,5 hours, up to 2 hours",6,Several times a week,6,Several times a week,1,Male,48,3,Upper secondary education completed (ISCED 3),1,Employee,5161,Fire-fighters,2,Like me,5,Not like me,1,Very much like me,1,Very much like me,2,Like me,1,Very much like me,2,Like me,1,Very much like me,1,Very much like me,2,Like me,,,,
2-262,3,"More than 1 hour, up to 1,5 hours",7,Every day,7,Every day,1,Male,35,3,Upper secondary education completed (ISCED 3),1,Employee,2221,Medical doctors,2,Like me,1,Very much like me,2,Like me,2,Like me,2,Like me,2,Like me,5,Not like me,4,A little like me,2,Like me,2,Like me,,,,
2-263,2,"0,5 hour to 1 hour",1,Never use,2,Less than once a month,2,Female,53,3,Upper secondary education completed (ISCED 3),1,Employee,3433,Bookkeepers,5,Not like me,3,Somewhat like me,5,Not like me,2,Like me,5,Not like me,5,Not like me,2,Like me,5,Not like me,3,Somewhat like me,3,Somewhat like me,,,,
2-264,2,"0,5 hour to 1 hour",1,Never use,4,Several times a month,1,Male,68,2,Lower secondary education completed (ISCED 2),1,Employee,8332,Earth-moving  and related plant operators,3,Somewhat like me,3,Somewhat like me,4,A little like me,2,Like me,2,Like me,4,A little like me,4,A little like me,4,A little like me,2,Like me,2,Like me,,,,
2-265,3,"More than 1 hour, up to 1,5 hours",1,Never use,2,Less than once a month,1,Male,63,3,Upper secondary education completed (ISCED 3),1,Employee,99999,No answer,2,Like me,2,Like me,1,Very much like me,2,Like me,2,Like me,3,Somewhat like me,2,Like me,4,A little like me,2,Like me,3,Somewhat like me,,,,
2-266,0,No time at all,1,Never use,2,Less than once a month,2,Female,79,2,Lower secondary education completed (ISCED 2),1,Employee,9211,Farm-hands and labourers,5,Not like me,5,Not like me,1,Very much like me,5,Not like me,2,Like me,5,Not like me,1,Very much like me,1,Very much like me,4,A little like me,1,Very much like me,,,,
2-267,1,"Less than 0,5 hour",6,Several times a week,5,Once a week,2,Female,34,5,Tertiary education completed (ISCED 5-6),1,Employee,3415,Technical and commercial sales rep,3,Somewhat like me,4,A little like me,3,Somewhat like me,3,Somewhat like me,2,Like me,4,A little like me,4,A little like me,3,Somewhat like me,4,A little like me,5,Not like me,,,,
2-268,4,"More than 1,5 hours, up to 2 hours",1,Never use,5,Once a week,2,Female,62,3,Upper secondary education completed (ISCED 3),1,Employee,7136,Plumbers and pipe fitters,4,A little like me,3,Somewhat like me,3,Somewhat like me,6,Not like me at all,5,Not like me,5,Not like me,2,Like me,4,A little like me,3,Somewhat like me,1,Very much like me,,,,
2-269,2,"0,5 hour to 1 hour",1,Never use,6,Several times a week,2,Female,81,2,Lower secondary education completed (ISCED 2),1,Employee,9211,Farm-hands and labourers,2,Like me,2,Like me,4,A little like me,3,Somewhat like me,4,A little like me,6,Not like me at all,1,Very much like me,3,Somewhat like me,2,Like me,1,Very much like me,,,,
2-270,0,No time at all,2,Less than once a month,4,Several times a month,1,Male,25,2,Lower secondary education completed (ISCED 2),1,Employee,9211,Farm-hands and labourers,2,Like me,5,Not like me,2,Like me,2,Like me,2,Like me,5,Not like me,4,A little like me,5,Not like me,2,Like me,5,Not like me,,,,
2-271,2,"0,5 hour to 1 hour",1,Never use,5,Once a week,2,Female,77,2,Lower secondary education completed (ISCED 2),1,Employee,5122,Cooks,2,Like me,2,Like me,3,Somewhat like me,1,Very much like me,2,Like me,5,Not like me,1,Very much like me,2,Like me,1,Very much like me,2,Like me,,,,
2-272,2,"0,5 hour to 1 hour",0,No access at home or work,5,Once a week,2,Female,54,2,Lower secondary education completed (ISCED 2),1,Employee,9132,"Helper,cleaner in office,hotel,other establ",2,Like me,2,Like me,2,Like me,2,Like me,2,Like me,4,A little like me,2,Like me,3,Somewhat like me,2,Like me,2,Like me,,,,
2-273,4,"More than 1,5 hours, up to 2 hours",0,No access at home or work,6,Several times a week,2,Female,34,3,Upper secondary education completed (ISCED 3),1,Employee,99999,No answer,3,Somewhat like me,1,Very much like me,2,Like me,1,Very much like me,2,Like me,4,A little like me,1,Very much like me,5,Not like me,1,Very much like me,3,Somewhat like me,,,,
2-274,1,"Less than 0,5 hour",0,No access at home or work,6,Several times a week,1,Male,85,1,Less than lower secondary education (ISCED 0-1),1,Employee,9312,"Constr,mainten labour: roads,dams,sim constr",5,Not like me,2,Like me,5,Not like me,2,Like me,2,Like me,5,Not like me,2,Like me,2,Like me,2,Like me,2,Like me,,,,
2-275,1,"Less than 0,5 hour",0,No access at home or work,5,Once a week,2,Female,66,1,Less than lower secondary education (ISCED 0-1),1,Employee,7433,"Tailors, dressmakers and hatters",2,Like me,3,Somewhat like me,4,A little like me,1,Very much like me,3,Somewhat like me,5,Not like me,1,Very much like me,3,Somewhat like me,2,Like me,3,Somewhat like me,,,,
2-276,2,"0,5 hour to 1 hour",0,No access at home or work,4,Several times a month,2,Female,50,2,Lower secondary education completed (ISCED 2),1,Employee,5122,Cooks,2,Like me,2,Like me,2,Like me,2,Like me,4,A little like me,5,Not like me,2,Like me,5,Not like me,2,Like me,2,Like me,,,,
2-277,1,"Less than 0,5 hour",6,Several times a week,5,Once a week,2,Female,16,2,Lower secondary education completed (ISCED 2),9,No answer,99999,No answer,2,Like me,5,Not like me,3,Somewhat like me,2,Like me,2,Like me,4,A little like me,2,Like me,3,Somewhat like me,2,Like me,4,A little like me,,,,
2-278,1,"Less than 0,5 hour",0,No access at home or work,5,Once a week,1,Male,57,3,Upper secondary education completed (ISCED 3),1,Employee,7113,"Stone splitters, cutters and carvers",2,Like me,3,Somewhat like me,3,Somewhat like me,1,Very much like me,1,Very much like me,2,Like me,1,Very much like me,1,Very much like me,2,Like me,3,Somewhat like me,,,,
2-279,2,"0,5 hour to 1 hour",0,No access at home or work,4,Several times a month,2,Female,28,3,Upper secondary education completed (ISCED 3),1,Employee,99999,No answer,2,Like me,3,Somewhat like me,3,Somewhat like me,2,Like me,2,Like me,5,Not like me,2,Like me,3,Somewhat like me,2,Like me,2,Like me,,,,
2-280,1,"Less than 0,5 hour",1,Never use,5,Once a week,1,Male,85,1,Less than lower secondary education (ISCED 0-1),1,Employee,7124,Carpenters and joiners,3,Somewhat like me,2,Like me,4,A little like me,2,Like me,2,Like me,5,Not like me,2,Like me,2,Like me,2,Like me,2,Like me,,,,
2-281,1,"Less than 0,5 hour",0,No access at home or work,6,Several times a week,2,Female,73,1,Less than lower secondary education (ISCED 0-1),1,Employee,8262,Weaving- and knitting-machine operators,3,Somewhat like me,4,A little like me,5,Not like me,2,Like me,3,Somewhat like me,5,Not like me,2,Like me,2,Like me,3,Somewhat like me,2,Like me,,,,
2-282,2,"0,5 hour to 1 hour",2,Less than once a month,6,Several times a week,2,Female,19,3,Upper secondary education completed (ISCED 3),6,Not applicable,66666,Not applicable,2,Like me,2,Like me,1,Very much like me,2,Like me,3,Somewhat like me,4,A little like me,2,Like me,3,Somewhat like me,1,Very much like me,2,Like me,,,,
2-283,0,No time at all,0,No access at home or work,1,Never,2,Female,67,2,Lower secondary education completed (ISCED 2),1,Employee,7224,"Metal wheelgrinder, polisher, tool sharpener",9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,,,,
2-284,2,"0,5 hour to 1 hour",7,Every day,6,Several times a week,1,Male,33,5,Tertiary education completed (ISCED 5-6),1,Employee,2411,Accountants,2,Like me,2,Like me,2,Like me,1,Very much like me,2,Like me,3,Somewhat like me,2,Like me,3,Somewhat like me,2,Like me,3,Somewhat like me,,,,
2-285,1,"Less than 0,5 hour",0,No access at home or work,1,Never,2,Female,84,2,Lower secondary education completed (ISCED 2),9,No answer,99999,No answer,5,Not like me,2,Like me,6,Not like me at all,3,Somewhat like me,3,Somewhat like me,6,Not like me at all,4,A little like me,3,Somewhat like me,2,Like me,2,Like me,,,,
2-286,0,No time at all,0,No access at home or work,1,Never,1,Male,77,2,Lower secondary education completed (ISCED 2),8,Don't know,8113,"Well drillers,borers and related worker",9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,,,,
2-287,0,No time at all,0,No access at home or work,6,Several times a week,2,Female,33,3,Upper secondary education completed (ISCED 3),1,Employee,7433,"Tailors, dressmakers and hatters",9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,,,,
2-288,1,"Less than 0,5 hour",0,No access at home or work,1,Never,1,Male,77,2,Lower secondary education completed (ISCED 2),9,No answer,99999,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,,,,
2-289,5,"More than 2 hours, up to 2,5 hours",0,No access at home or work,1,Never,1,Male,54,3,Upper secondary education completed (ISCED 3),1,Employee,99999,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,,,,
2-290,2,"0,5 hour to 1 hour",0,No access at home or work,1,Never,1,Male,51,3,Upper secondary education completed (ISCED 3),1,Employee,8324,Heavy truck and lorry drivers,5,Not like me,5,Not like me,2,Like me,4,A little like me,4,A little like me,5,Not like me,4,A little like me,4,A little like me,4,A little like me,3,Somewhat like me,,,,
2-291,1,"Less than 0,5 hour",6,Several times a week,4,Several times a month,2,Female,31,5,Tertiary education completed (ISCED 5-6),1,Employee,2229,Health prof (not nursing) not elsew class,3,Somewhat like me,4,A little like me,3,Somewhat like me,2,Like me,1,Very much like me,4,A little like me,3,Somewhat like me,3,Somewhat like me,3,Somewhat like me,3,Somewhat like me,,,,
2-292,0,No time at all,0,No access at home or work,3,Once a month,1,Male,40,3,Upper secondary education completed (ISCED 3),1,Employee,7422,Cabinetmakers and related workers,2,Like me,5,Not like me,2,Like me,2,Like me,3,Somewhat like me,5,Not like me,5,Not like me,4,A little like me,3,Somewhat like me,3,Somewhat like me,,,,
2-293,1,"Less than 0,5 hour",5,Once a week,4,Several times a month,2,Female,34,3,Upper secondary education completed (ISCED 3),2,Self-employed,5123,"Waiters, waitresses and bartenders",2,Like me,2,Like me,5,Not like me,2,Like me,3,Somewhat like me,5,Not like me,5,Not like me,4,A little like me,2,Like me,5,Not like me,,,,
2-294,1,"Less than 0,5 hour",7,Every day,6,Several times a week,2,Female,32,3,Upper secondary education completed (ISCED 3),3,Working for own family business,4121,Accounting and bookkeeping clerks,1,Very much like me,3,Somewhat like me,1,Very much like me,1,Very much like me,3,Somewhat like me,1,Very much like me,1,Very much like me,1,Very much like me,1,Very much like me,3,Somewhat like me,,,,
2-295,2,"0,5 hour to 1 hour",6,Several times a week,6,Several times a week,1,Male,36,3,Upper secondary education completed (ISCED 3),1,Employee,7231,Motor vehicle mechanics and fitters,2,Like me,4,A little like me,3,Somewhat like me,2,Like me,2,Like me,4,A little like me,3,Somewhat like me,3,Somewhat like me,2,Like me,4,A little like me,,,,
2-296,0,No time at all,1,Never use,2,Less than once a month,2,Female,69,1,Less than lower secondary education (ISCED 0-1),1,Employee,7433,"Tailors, dressmakers and hatters",5,Not like me,5,Not like me,2,Like me,2,Like me,4,A little like me,5,Not like me,5,Not like me,5,Not like me,2,Like me,2,Like me,,,,
2-297,2,"0,5 hour to 1 hour",1,Never use,2,Less than once a month,2,Female,58,3,Upper secondary education completed (ISCED 3),1,Employee,1231,Finance and administration  managers,3,Somewhat like me,3,Somewhat like me,2,Like me,3,Somewhat like me,3,Somewhat like me,4,A little like me,3,Somewhat like me,4,A little like me,2,Like me,3,Somewhat like me,,,,
2-298,3,"More than 1 hour, up to 1,5 hours",7,Every day,6,Several times a week,1,Male,23,3,Upper secondary education completed (ISCED 3),9,No answer,99999,No answer,3,Somewhat like me,6,Not like me at all,2,Like me,2,Like me,3,Somewhat like me,2,Like me,2,Like me,2,Like me,1,Very much like me,6,Not like me at all,,,,
2-299,2,"0,5 hour to 1 hour",7,Every day,6,Several times a week,1,Male,21,2,Lower secondary education completed (ISCED 2),9,No answer,99999,No answer,2,Like me,5,Not like me,2,Like me,2,Like me,2,Like me,2,Like me,4,A little like me,2,Like me,3,Somewhat like me,5,Not like me,,,,
2-300,2,"0,5 hour to 1 hour",1,Never use,4,Several times a month,2,Female,63,3,Upper secondary education completed (ISCED 3),1,Employee,99999,No answer,2,Like me,3,Somewhat like me,2,Like me,3,Somewhat like me,4,A little like me,5,Not like me,3,Somewhat like me,5,Not like me,1,Very much like me,1,Very much like me,,,,
2-301,1,"Less than 0,5 hour",4,Several times a month,4,Several times a month,2,Female,43,5,Tertiary education completed (ISCED 5-6),2,Self-employed,1232,Personnel and industrial relations managers,3,Somewhat like me,5,Not like me,2,Like me,2,Like me,2,Like me,4,A little like me,2,Like me,2,Like me,2,Like me,2,Like me,,,,
2-302,2,"0,5 hour to 1 hour",7,Every day,2,Less than once a month,2,Female,54,3,Upper secondary education completed (ISCED 3),1,Employee,3131,"Photogr,image,sound rec equipment oper",3,Somewhat like me,5,Not like me,4,A little like me,3,Somewhat like me,3,Somewhat like me,6,Not like me at all,2,Like me,5,Not like me,1,Very much like me,4,A little like me,,,,
2-303,2,"0,5 hour to 1 hour",6,Several times a week,7,Every day,2,Female,26,3,Upper secondary education completed (ISCED 3),1,Employee,99999,No answer,1,Very much like me,6,Not like me at all,2,Like me,1,Very much like me,1,Very much like me,1,Very much like me,6,Not like me at all,1,Very much like me,2,Like me,6,Not like me at all,,,,
2-304,1,"Less than 0,5 hour",4,Several times a month,5,Once a week,2,Female,50,3,Upper secondary education completed (ISCED 3),1,Employee,99999,No answer,3,Somewhat like me,5,Not like me,2,Like me,1,Very much like me,5,Not like me,5,Not like me,3,Somewhat like me,5,Not like me,1,Very much like me,5,Not like me,,,,
2-305,1,"Less than 0,5 hour",7,Every day,5,Once a week,2,Female,23,3,Upper secondary education completed (ISCED 3),1,Employee,99999,No answer,1,Very much like me,6,Not like me at all,2,Like me,2,Like me,3,Somewhat like me,2,Like me,3,Somewhat like me,4,A little like me,1,Very much like me,5,Not like me,,,,
2-306,1,"Less than 0,5 hour",7,Every day,7,Every day,1,Male,19,3,Upper secondary education completed (ISCED 3),9,No answer,99999,No answer,3,Somewhat like me,5,Not like me,5,Not like me,2,Like me,3,Somewhat like me,2,Like me,3,Somewhat like me,2,Like me,2,Like me,2,Like me,,,,
2-307,2,"0,5 hour to 1 hour",2,Less than once a month,6,Several times a week,2,Female,45,5,Tertiary education completed (ISCED 5-6),1,Employee,3415,Technical and commercial sales rep,2,Like me,3,Somewhat like me,3,Somewhat like me,2,Like me,3,Somewhat like me,5,Not like me,2,Like me,9,No answer,3,Somewhat like me,2,Like me,,,,
